2019-06-07 09:22:05.0072 INFO Test worker com.netflix.ndbench.core.defaultimpl.NdBenchGuiceModule DISCOVERY_ENV is set to: null
2019-06-07 09:22:05.0268 INFO Test worker com.netflix.governator.LifecycleManager Starting 'LifecycleManager@1621054872'
2019-06-07 09:22:05.0335 INFO Test worker com.netflix.ndbench.core.defaultimpl.NdBenchGuiceModule DISCOVERY_ENV is set to: null
2019-06-07 09:22:05.0622 INFO Test worker com.netflix.governator.LifecycleManager Adding listener 'SafeLifecycleListener@43689465 [com.netflix.governator.ProvisionMetricsModule$MetricsProvisionListener@78931f7]'
2019-06-07 09:22:05.0623 INFO Test worker com.netflix.governator.LifecycleManager Adding listener 'SafeLifecycleListener@749479246 [LifecycleProvisionListener@839806370]'
2019-06-07 09:22:05.0632 INFO Test worker com.netflix.archaius.config.DefaultCompositeConfig Configuration with name'RUNTIME' already exists
2019-06-07 09:22:05.0637 INFO Test worker com.netflix.archaius.guice.ConfigurationInjectingListener Initializing ConfigurationInjectingListener
2019-06-07 09:22:05.0777 INFO Test worker com.netflix.ndbench.core.generators.DefaultDataGenerator Still initializing sample data for values. So far: 0 /100
2019-06-07 09:22:05.0786 INFO Test worker com.netflix.ndbench.core.generators.DefaultDataGenerator Duration to initialize the dataset of random data (ISO-8601 format): PT0.006S
2019-06-07 09:22:05.0787 INFO Test worker com.netflix.ndbench.core.generators.DefaultDataGenerator Scheduling a thread to modify random values from generated values data set
2019-06-07 09:22:05.0791 INFO Test worker com.netflix.ndbench.core.NdBenchDriver Setting rate Limit for: readLimiter to: 45
2019-06-07 09:22:05.0796 INFO Test worker com.netflix.ndbench.core.NdBenchDriver Setting rate Limit for: writeLimiter to: 35
2019-06-07 09:22:05.0799 INFO Test worker com.netflix.governator.LifecycleManager Started 'LifecycleManager@1621054872'
2019-06-07 09:22:05.0800 INFO Test worker com.netflix.governator.SafeLifecycleListener Starting 'com.netflix.governator.ProvisionMetricsModule$MetricsProvisionListener@78931f7'
2019-06-07 09:22:05.0800 INFO Test worker com.netflix.governator.SafeLifecycleListener Starting 'LifecycleProvisionListener@839806370'
2019-06-07 09:22:05.0806 INFO Test worker com.netflix.governator.LifecycleInjectorCreator Injector created successfully 
2019-06-07 09:22:05.0816 INFO Test worker com.netflix.governator.LifecycleManager Stopping 'LifecycleManager@1621054872'
2019-06-07 09:22:05.0817 INFO Test worker com.netflix.governator.SafeLifecycleListener Stopping 'LifecycleProvisionListener@839806370'
2019-06-07 09:22:06.0275 INFO lifecycle-listener-monitor-0 com.netflix.governator.LifecycleManager LifecycleManager.ListenerCleanupWorker is exiting
2019-06-07 09:22:06.0620 INFO predestroy-monitor-0 com.netflix.governator.internal.PreDestroyMonitor PreDestroyMonitor.ScopedCleanupWorker is exiting
2019-06-07 09:22:06.0620 INFO Test worker com.netflix.governator.internal.PreDestroyMonitor closing PreDestroyMonitor...
2019-06-07 09:22:06.0639 INFO Test worker com.netflix.governator.SafeLifecycleListener Stopping 'com.netflix.governator.ProvisionMetricsModule$MetricsProvisionListener@78931f7'
2019-06-07 09:22:06.0665 INFO Test worker com.netflix.ndbench.core.defaultimpl.NdBenchGuiceModule DISCOVERY_ENV is set to: null
2019-06-07 09:22:06.0677 INFO Test worker com.netflix.governator.LifecycleManager Starting 'LifecycleManager@1222016463'
2019-06-07 09:22:06.0692 INFO Test worker com.netflix.ndbench.core.defaultimpl.NdBenchGuiceModule DISCOVERY_ENV is set to: null
2019-06-07 09:22:06.0739 INFO Test worker com.netflix.governator.LifecycleManager Adding listener 'SafeLifecycleListener@1393247680 [com.netflix.governator.ProvisionMetricsModule$MetricsProvisionListener@4dbfe5f4]'
2019-06-07 09:22:06.0740 INFO Test worker com.netflix.governator.LifecycleManager Adding listener 'SafeLifecycleListener@660608506 [LifecycleProvisionListener@1603972734]'
2019-06-07 09:22:06.0743 INFO Test worker com.netflix.archaius.config.DefaultCompositeConfig Configuration with name'RUNTIME' already exists
2019-06-07 09:22:06.0744 INFO Test worker com.netflix.archaius.guice.ConfigurationInjectingListener Initializing ConfigurationInjectingListener
2019-06-07 09:22:06.0752 INFO Test worker com.netflix.ndbench.core.generators.DefaultDataGenerator Still initializing sample data for values. So far: 0 /100
2019-06-07 09:22:06.0753 INFO Test worker com.netflix.ndbench.core.generators.DefaultDataGenerator Duration to initialize the dataset of random data (ISO-8601 format): PT0.001S
2019-06-07 09:22:06.0754 INFO Test worker com.netflix.ndbench.core.generators.DefaultDataGenerator Scheduling a thread to modify random values from generated values data set
2019-06-07 09:22:06.0759 INFO Test worker com.netflix.ndbench.core.NdBenchDriver Setting rate Limit for: readLimiter to: 45
2019-06-07 09:22:06.0759 INFO Test worker com.netflix.ndbench.core.NdBenchDriver Setting rate Limit for: writeLimiter to: 35
2019-06-07 09:22:06.0760 INFO Test worker com.netflix.governator.LifecycleManager Started 'LifecycleManager@1222016463'
2019-06-07 09:22:06.0760 INFO Test worker com.netflix.governator.SafeLifecycleListener Starting 'com.netflix.governator.ProvisionMetricsModule$MetricsProvisionListener@4dbfe5f4'
2019-06-07 09:22:06.0760 INFO Test worker com.netflix.governator.SafeLifecycleListener Starting 'LifecycleProvisionListener@1603972734'
2019-06-07 09:22:06.0761 INFO Test worker com.netflix.governator.LifecycleInjectorCreator Injector created successfully 
2019-06-07 09:22:06.0767 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0767 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 2
2019-06-07 09:22:06.0771 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0772 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 2
2019-06-07 09:22:06.0773 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0773 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 2
2019-06-07 09:22:06.0774 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0774 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 1
2019-06-07 09:22:06.0775 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0775 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 1
2019-06-07 09:22:06.0776 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0777 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 3
2019-06-07 09:22:06.0778 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0779 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 0
2019-06-07 09:22:06.0780 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0781 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 3
2019-06-07 09:22:06.0781 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0781 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 0
2019-06-07 09:22:06.0782 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0782 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 3
2019-06-07 09:22:06.0783 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0783 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 1
2019-06-07 09:22:06.0784 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0784 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 1
2019-06-07 09:22:06.0785 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0785 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 1
2019-06-07 09:22:06.0787 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0787 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 0
2019-06-07 09:22:06.0788 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0789 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 1
2019-06-07 09:22:06.0790 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0790 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 2
2019-06-07 09:22:06.0791 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0791 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 1
2019-06-07 09:22:06.0792 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
2019-06-07 09:22:06.0792 INFO Test worker com.netflix.ndbench.core.DataBackfill MyNode: Num keys to be processed: 25, Num keys per thread: 2, My key slot: 1
2019-06-07 09:22:06.0793 INFO Test worker com.netflix.ndbench.core.DataBackfill Num keys (KEYSPACE): 100, Num threads: 10, Num slots: 4
